#{"t_start": 1709111915.0203152, "env_id": "None"}
r,l,t
-0.411093,2,11.558857
-0.35,1,11.560851
-0.592895,7,11.574852
-0.598778,4,11.583857
-0.354771,2,11.58885
-0.511822,6,11.601848
-0.720849,10,11.624851
-0.530081,7,11.639862
-0.35,1,11.641846
-0.35,1,11.643851
-0.602686,4,11.65079
-0.600648,8,11.663858
-0.38686,2,11.666861
-0.403881,2,11.670887
-0.388177,5,11.679846
-0.370061,2,11.682881
-0.363496,2,11.686822
-0.452874,5,11.695805
-0.35,1,11.697856
-0.718783,5,11.705848
-0.35,1,11.706861
-0.500751,6,11.717857
-0.396774,2,11.720849
-0.550181,3,11.725855
-0.579397,8,11.738847
-0.43753,3,11.743848
-0.35,1,11.745791
-0.35,1,11.747847
-0.35,1,11.749791
-0.458996,2,11.752849
-0.378339,2,11.756848
-0.35,1,11.757855
-0.390786,2,11.761821
-0.525082,4,11.768854
-0.444904,2,11.771853
-0.35,1,11.772849
-0.421296,6,11.783859
-0.35,1,11.785864
-0.465506,7,11.796888
-0.40443,2,11.800858
-0.428375,2,11.80385
-0.35,1,11.804847
-0.35,1,11.80685
-0.35,1,11.807859
-0.645634,11,11.825854
-0.501346,7,11.837853
-0.35,1,11.83985
-0.35,1,11.841845
-0.414448,5,11.849859
-0.35,1,11.851849
-0.456433,5,11.85985
-0.435283,5,11.868855
-0.425122,4,11.87485
-0.35,1,11.876852
-0.467074,5,11.88585
-0.468828,2,11.88886
-0.462716,4,11.896849
-0.35,1,11.897854
-0.633716,5,11.905806
-0.35,1,11.907855
-0.356357,2,11.910853
-0.425145,3,11.915863
-0.631061,7,11.926857
-0.461493,6,11.936849
