#{"t_start": 1709025750.377998, "env_id": "None"}
r,l,t
-61524.718588,10,42834.591489
-80911.025212,10,42834.612489
-491.366093,10,42834.631508
-4955.512196,10,42834.651489
-32854.334483,10,42834.669489
-4251.163023,10,42834.690489
-3752.594502,10,42834.710489
-2033.303295,10,42834.731503
-1306.660287,10,42834.750489
-3183.700361,10,42834.767492
-1246.574293,10,42834.78749
-2413.696339,10,42834.80749
-5132.872432,10,42834.825493
-1667.875627,10,42834.842489
-1590.911797,10,42834.860489
-5889.729963,10,42834.880489
-4110.890674,10,42834.898501
-2690.465853,10,42834.913489
-3935.258821,10,42834.933482
-1493.026771,10,42834.950489
-90694.266148,10,42834.968489
-62589.833069,10,42834.984489
-4088.950627,10,42835.003489
-3177.477102,10,42835.022489
-4572.215446,10,42835.042489
-22329.730268,10,42835.059489
-4259.641507,10,42835.07549
-3163.312949,10,42835.093489
-2662.653796,10,42835.112489
-3038.587297,10,42835.128489
-4632.903574,10,42835.148492
-6493.957354,10,42835.164491
-81269.785621,10,42835.181488
-3766.995898,10,42835.212489
-1926.690775,10,42835.229489
-4553.739431,10,42835.246489
-3018.328333,10,42835.264489
-3293.769388,10,42837.085554
-2733.17147,10,42837.103554
-5613.431391,10,42837.120554
-2977.675246,10,42837.136554
-2129.79252,10,42837.154555
-1922.291,10,42837.171554
-12088.951096,10,42837.188559
-1681.158486,10,42837.205548
-2776.498896,10,42837.223558
-14530.517174,10,42837.241554
-5660.793019,10,42837.258554
-3237.869841,10,42837.276554
-14349.549209,10,42837.292547
-4255.951133,10,42837.310554
-2830.713494,10,42837.326554
-4270.615319,10,42837.344554
-3962.443219,10,42837.360554
-2826.193988,10,42837.380547
-2271.034325,10,42837.399561
-1164.474899,10,42837.417556
-100000.0,10,42837.435559
-1894.350521,10,42837.452554
-90115.14294,10,42837.468554
-2416.433192,10,42837.485557
-80996.899845,10,42837.502553
-3262.118341,10,42837.521554
-1330.867046,10,42837.539553
-1294.327601,10,42837.558553
-2938.711214,10,42837.576553
-3832.823422,10,42837.594553
-4349.050587,10,42837.611553
-60707.859642,10,42837.627555
-52656.968213,10,42837.644553
-5248.48414,10,42837.660554
-3075.44612,10,42837.677555
-324.744314,10,42837.696554
-4812.846259,10,42837.714566
-282.621218,10,42837.732565
-4115.19345,10,42837.751554
-4157.894152,10,42837.767556
-3571.259992,10,42837.784555
-1013.930138,10,42837.802554
-90534.580008,10,42837.819554
-4444.213295,10,42837.837555
-1522.171573,10,42837.856554
-3635.217947,10,42837.873555
-2220.482645,10,42837.892555
-5224.205581,10,42837.923553
-1395.731956,10,42837.940553
-1083.552351,10,42837.958554
-24578.30374,10,42837.976554
